Genes/Conditions	col0	col1	col2	col3	col4	col5	col6	col7	col8	col9	col10	col11	col12	col13	col14	col15	col16	col17	col18	col19	col20	col21	col22	col23	col24	col25	col26	col27	col28	col29	col30	col31	col32	col33	col34	col35	col36	col37	col38	col39	col40	col41	col42	col43	col44	col45	col46	col47	col48	col49	col50	col51	col52	col53	col54	col55	col56	col57	col58	col59	col60	col61	col62	col63	col64	col65	col66	col67	col68	col69	col70	col71	col72	col73	col74	col75	col76	col77	col78	col79	col80	col81	col82	col83	col84	col85	col86	col87	col88	col89	col90	col91	col92	col93	col94	col95	col96	col97	col98	col99
row0	-0.536155857056	-0.833360149772	0.136234213219	0.587706350379	-0.656022100994	-0.220781548263	-1.78194346116	-1.04540679964	1.50180358724	-0.761063768421	-0.5820106707	-0.561565752271	0.214640473211	0.746197505834	1.38794465965	-0.746890887537	0.47432038448	-0.279369651977	-0.567196894151	-0.376042819252	2.55306705504	-0.803024422019	-0.700073974172	0.0645502407784	0.572083259669	0.204458933696	0.56519618579	1.0802205535	-0.963037956707	0.502699691933	-0.272391473581	0.22107958782	-0.449522330974	-0.485927703057	-0.279794351917	0.878918424418	0.311642073538	-0.643653228101	-1.08693320434	-0.259354740486	-0.887160439182	-0.7960803067	-1.06765857241	-1.42787027187	1.28018717213	-0.244889870408	0.856026508292	-0.326423602268	1.73879440309	-0.816764989266	-2.43150740835	0.519196250025	1.10145053847	0.408350778078	-0.650497887375	0.51342848844	-0.0731134848228	0.715237091808	2.69238249777	1.23202878404	0.883045611653	0.404260538006	-0.477419599358	0.268767688893	1.16777869825	0.228433230633	0.549334770681	0.72470975144	0.0504167310736	-1.04405904676	-0.378942135431	0.830422758975	-0.86465278903	-1.06054085035	0.233125572706	0.521067702921	0.577606262218	-0.186416526086	0.381467316237	-0.0134497034486	0.829091372525	-0.655529434906	0.871353220484	-0.0778381660775	-1.34876924076	-0.835097825309	2.40838220207	-1.65681082026	-0.690723002495	0.327781510101	-0.53740669651	-1.47898977046	-0.0207497857129	0.261079373449	-0.869151878717	-0.430107686639	-0.990291484027	-0.53917641108	1.63567783211	-0.604014303138
row1	0.133272378572	-0.21260685862	1.12068817909	0.073539520505	-0.487850156003	0.016227586244	0.0411399136022	1.30283693145	0.0772380143446	-0.00544462230463	0.673118635726	0.212830280495	1.72995015129	0.831622665154	-0.852599017867	1.69738437353	0.289420224152	-0.31521369539	-0.00300727627852	0.107274195397	0.0291977298921	2.34528974073	0.119927096304	0.054546897317	0.0911076033559	0.584717554996	1.04636534159	-0.0799494095468	0.0895299583644	0.0780071031579	-0.212607663683	0.178706005373	0.0305649437232	-0.0395380496018	0.285630552995	1.70872350529	0.613909562902	1.88557941035	0.135995469804	0.439546013814	0.158635658782	0.0811438025992	0.0793766308161	-1.02230251898	0.0546332829387	-0.0238531770653	0.0711453443114	0.0334008174857	1.16333283532	0.0663384180155	0.0925960637468	0.139366570625	0.145772529362	0.983684228559	0.00405795964963	0.0794752978837	0.0621451592223	0.11348618762	1.24296005439	-0.538736308753	0.314618103681	0.0991152220685	0.0543890996078	0.0561299408042	0.0240286072682	-1.11638905498	-0.572409038928	0.11380732727	0.116307708321	1.35368909768	-1.72910597874	0.76886741992	-1.14998956598	-0.0185041126618	0.0512035993214	0.00350781110414	0.291171330656	-0.239687885527	-0.190620041236	-2.9739534216	-0.816672025824	-1.58241962191	0.366451802293	0.618392102301	0.156776357241	-0.0887683983585	0.0441760214901	-0.204072164059	-0.734228922401	-1.70279242614	-0.331432674253	0.099346140676	0.105668768256	0.084252150336	0.165768702661	0.10837414152	0.12220378515	-0.0487647788033	0.0125161346018	0.106963221055
row2	0.0170725694411	1.68626515565	-0.173035185926	0.146959117937	-0.763795578658	0.36386584807	0.299921446779	-0.398780647924	-1.62016600985	-0.611346549563	1.87505944772	1.58684994076	0.997761396738	-1.35213305742	1.47612256908	-0.459500878265	-0.249897904383	-0.0814735311567	-0.494288718006	0.494094174617	-0.381892100297	0.8046851632	0.510187269517	0.708366500143	1.70740443131	-0.825640455462	0.889846238766	-1.13366313871	-0.745758983566	-1.28360104935	0.499915154872	0.0662518686299	1.67113201762	1.50272799284	-0.265054796127	1.15658349548	0.45709218526	-1.60600658898	-0.155224487216	-0.625260315858	-0.364451822424	-0.585526414906	-1.34188890298	0.0218831516665	-0.503335878659	0.218652774371	-2.7217039061	0.159673921371	0.88543605558	0.392274120131	-0.528557895965	0.69061568971	0.815848626023	-2.55761693923	-2.59101719924	0.529294287339	-0.634020629527	1.0260264432	0.491853281429	-0.17834753325	-0.828800785816	0.948342460626	0.772267342987	0.94475371892	-1.14048338821	0.385814314561	-1.93256523361	-0.613718329987	-1.17269309161	-0.0425676081062	0.700924230973	-1.2966190937	0.972019485982	1.77772534309	-1.9330155997	-0.198851060759	-1.14516897774	-0.641538304989	-0.971081979395	0.380620832164	-0.108694040019	0.527086724621	-1.66850622034	0.788349558534	-1.59904533252	-0.290393070316	1.05231162169	-0.131605436087	0.0790696878062	-0.121945547869	-0.121417638114	0.529145164791	0.318843053513	-0.948865402427	0.547511158482	-0.535248417959	0.319231491	-0.572258690748	0.851499866349	0.74772166081
row3	-0.842142055979	0.387967037814	-0.0463154672422	-0.24315988442	-1.19868299856	0.331546030394	0.0817331062764	0.518409338316	-0.280247208604	0.548868069871	-0.930202647155	-1.63992348483	-0.219073926142	-1.11756242949	0.218211412153	-1.42828886266	1.34895008088	-0.0528276600551	0.524427136307	-0.58144051383	0.201485540084	-0.244549027099	-0.708319794464	-0.0527078777877	-0.419327051984	-1.08887452729	-0.972122497521	-0.408637233161	-0.403506927959	0.869894604911	1.06293212241	-1.29773606778	0.187775553052	0.890746154716	0.135130143703	0.563594123653	0.501271028067	0.473674745646	-0.869448351918	-0.357865895045	-1.09647699238	-0.319413215489	-0.30169257686	-1.95988352776	-0.0535741254272	0.733463223403	-0.82524615807	0.15933830964	0.442259155871	-0.17094951066	-0.434252861096	-1.05030809912	-0.967489606841	1.71820345518	0.453579189369	-0.302681978946	-0.128900840311	-0.64373240329	0.236319683903	0.562332369996	-2.29335777691	-0.499624914846	-0.0511255323659	-0.0685821362161	0.25331986368	0.457508582435	2.39327083793	-0.646952689933	-0.672025718744	0.0976218854936	-0.406186080482	1.0628054544	1.13221843191	0.679824500665	-0.0191823449675	0.459095904643	-1.33445961457	1.59019888614	-0.978983038993	-2.07598367644	-0.529240111513	-0.0692643553817	2.35312059616	-0.279280621903	-1.07783250574	1.38441249112	0.051287978509	-0.242289646728	-0.759522413743	-1.64467531673	-0.508130199083	-0.501940493465	-0.565341799217	-0.35058274157	0.079616522061	-0.592470424984	-0.731149708741	-0.832511006	0.368763291315	-0.578322161675
row4	0.048498994653	1.10455289521	0.571941151447	-0.235783411568	-0.44044831052	-0.508544084741	-0.389980590625	0.52047623916	-0.218181428972	-0.611687108425	-0.217422327798	0.427133343055	0.149130727996	1.66071278257	-1.2867923975	-0.938684932003	0.416771309237	-0.889354537384	-0.600087218255	-0.0752323369738	-0.446816188828	-0.397679077281	-0.0150142722116	-0.32617367239	-0.152172865762	0.332147638424	0.570624129573	0.24831656261	-0.159681241032	1.31300272057	-1.7411710536	0.264728071383	-0.440309303836	-0.773945568207	-2.21959938552	0.617028057377	0.117412346926	0.820891511889	0.0614588119616	-1.10119904315	0.169208677078	-0.199592884591	-0.208003261441	1.8086124247	-0.325762543353	-0.699297653303	-0.566536511909	-0.426812728533	0.0357969132333	-0.270055114102	-0.145088940512	1.15801545759	0.107990086483	-0.411648665468	-0.566462135927	-0.20753368218	-0.290011796876	-0.0456680376263	0.471942204251	-0.276206309082	-2.20186352388	-0.114062767076	-0.326924667971	-0.318639604437	-0.471417231958	-0.283861117524	-1.67642167174	-0.0441396601903	-0.0322397718461	-0.778520140178	-0.481461862703	-0.00725051755025	-0.331736619998	-0.673840225869	-0.342085196293	-0.569080419354	-0.569462153001	-0.279038710814	-1.18141467463	-1.57307796149	1.20780472555	0.92685765758	-1.34175472182	1.05104328207	0.160359833528	-1.00824411772	-0.375531055078	-2.04361602815	0.76419169593	0.0511595286724	0.358630392735	-0.112963772327	-0.0828729338803	-0.184799542993	-0.905724974337	-0.0699974404574	-0.00417898650089	-0.655485700148	-0.526207736499	-0.0767123353712
row5	0.908253801714	0.0866420928574	-0.618304609011	0.437239728019	0.692241491755	-0.0146845311106	0.181757714815	0.0194166131519	0.466403620495	-0.18557732889	1.11498338973	1.53559514602	-0.96248479998	-1.36536576787	-0.144249927808	-0.72673460214	-0.850199163767	-0.646144524554	-0.166358019486	0.703249210231	0.0875895001986	1.49177843056	0.803021673714	0.287476379881	0.575770086994	-1.8473519194	-1.50074097708	0.223685012919	0.563329815118	1.10480556448	1.55663475033	1.26651353237	0.0983704501983	-0.454415696869	0.18220319564	-0.586555741878	-1.25078747595	-0.993829882647	0.929726310077	-0.272252534049	1.10825196555	0.497202100532	0.483267344899	-0.0788905938156	0.288157560138	-0.330735097148	-0.494144868743	0.120732287495	1.85582912107	0.380456564976	0.587507107704	0.864704062262	1.00682177813	0.603195421707	-0.11064621088	0.484045368568	0.347391281141	0.752232899572	-1.29982063689	-0.346918906513	-0.813416650826	0.638912907084	0.286232090821	0.299959220747	0.0468291953461	-0.263328414896	1.04374023886	0.754765195861	0.774481558052	1.09034047278	-0.00322863198359	-0.0501424925123	-0.37377500935	-0.288555889645	0.261113328465	-0.114984320857	-0.0135013397989	-0.927408579471	0.667260389799	0.159569886415	0.776525343683	-0.38576892009	0.779681828413	-2.39202680356	1.09359073517	-0.842613882385	0.205698466869	-0.366196420236	0.969385411887	-0.787544546156	1.76197246605	0.640733779507	0.690589866579	0.521712488573	-1.39536391596	0.711922662684	0.820974146152	2.1000249709	-0.0439506003036	0.700797070883
row6	-1.6007339238	-0.269665262213	-0.855404586529	0.548979855518	-0.379775018378	0.0337039381481	0.605816731747	-1.14724779105	-0.849221117167	2.2985405256	-0.274373565963	0.273238518169	0.359044148596	-1.82411494614	1.00099142696	0.460044569125	-1.51332232162	-0.6033300584	0.346832960868	0.723148061995	-0.916973111492	0.837714178274	-1.01074711778	-1.33124018925	-0.291308118518	-0.112646488461	-0.179220021559	1.75746672083	0.616118238153	-0.84120917107	0.769654436775	-0.287826068467	-0.453861533902	0.131279017463	-0.230371938777	0.139048890006	0.638555236316	-0.254868632346	0.76214790971	1.19861706348	-1.8765750585	0.0793562821658	-1.59409172071	-0.820574268232	-1.29328927425	0.546884982484	-1.77429373772	0.36231176025	-1.1421818112	-0.313582190201	-0.311879221317	-0.151391330936	0.444924479626	-0.82908753785	0.44361911713	-0.402172951389	0.599255229288	0.526826569563	1.286729461	-0.221117252497	-1.71803583657	-0.551754916373	-0.00352388776322	-2.18636995332	-0.418920054339	1.42261948139	-0.55746063707	-0.385834028127	0.735536546078	1.83123216577	1.12223540159	-0.893191904973	-1.44413004308	-1.10082228063	0.154142697693	0.286948092704	-0.52462484576	0.111955571509	0.864432642913	-1.25661484059	0.255297724756	-0.692765660694	-0.369786406754	0.357171811713	0.890961428571	0.958297656253	0.960947793566	0.0665631005188	-0.357639393335	-0.181168912385	-0.0136731200952	0.756170838117	1.3696931149	0.0771836256667	1.13301299279	-0.150518698963	1.82250093065	-0.500874904912	-1.03408566705	-0.377871027373
row7	0.077285067711	0.875687886494	1.87226145276	0.598840231106	0.839524068417	0.972415721528	1.51479165251	1.16722862188	1.16775739309	1.02963915503	-0.823714458886	2.6624842293	-0.452261285214	-0.634781276212	0.693979850355	0.861981450235	0.699710185192	2.81056419907	-2.74298357209	0.992786716007	0.2217093028	0.406032023647	2.20690360607	-1.32202307114	1.64527007218	-0.269430266261	1.00838065642	0.049954383485	0.983425776763	-0.249292083508	0.461306952753	-1.20161079959	0.0313439572534	-2.37951908203	-0.618306255826	0.345814351171	-2.15844490799	-1.08980719037	-2.45517089698	0.647173638657	0.962597972173	2.27465189444	-1.16747774069	-0.970723547309	-0.234519920222	1.31684611318	1.60085383794	0.686191244935	1.16956008741	1.22131272813	-0.403483221896	-0.147882739292	-0.330538505197	0.11685326217	2.54952902453	-0.308242635488	1.10328109762	-0.540911215059	0.326145753538	2.03261626164	0.715566281973	0.34922966768	0.781852730299	-1.17375763626	2.25663776181	0.151108716092	-1.29436458854	0.313319872578	-0.46639446506	-0.358400527761	0.326214768583	-0.260411281941	1.05074519504	1.25037001573	0.991818582981	-0.285108726683	0.0336301862654	1.35959326869	0.273371821853	2.37567269479	1.83023751652	-0.311047053503	-0.534803533451	-0.399692215647	-0.987676424343	1.57098686894	-1.04775525807	0.202501304602	1.43440876518	2.47009662661	-0.820719273022	0.598329775502	-0.581283685354	-0.917059583897	-0.24834031906	-0.183177096578	-0.780040266368	0.124457735256	-2.0304647712	0.24656468503
row8	-1.66795409063	-0.336503524064	0.229330707373	0.321025983303	0.896104640724	2.22939432416	1.39986558044	-0.924858054296	0.197873822354	2.95103384311	0.517642884216	-4.31706693687	-1.07557891834	-0.496327554075	-0.00395899475167	0.480009007372	0.960803717597	-0.303109834233	2.86987528422	-0.802268604152	1.79751548716	1.25883457311	-1.22358391696	0.953440876799	-0.263954676562	0.767023122447	0.557829590784	0.987628738839	-0.211422376026	0.913944065819	-1.49346903221	-3.18079947118	1.75199010708	4.08627414033	-1.05086203109	-0.771025658757	0.775571821176	0.800783944879	-1.75862737123	0.472197257808	-2.51249862741	0.0678191880605	0.126662336997	0.161703363349	0.950564415068	3.56400047142	-0.362948815525	1.65756140254	-0.290140478575	0.560807735347	-0.313517315185	1.03606237174	-2.08418314188	0.476891336411	2.63461760639	0.123376928637	0.700434541337	-1.0091150393	-0.271546345376	0.0689801181456	0.0580121240743	-0.530591743233	0.958695212677	0.900728817573	1.96963653128	-1.63107583711	0.0735068690896	-1.01980832245	-1.10306581669	1.92709519197	-1.94950600177	-1.09013869438	0.483486946653	3.38588773989	1.06476575409	2.65293640998	-0.181544602006	0.129523988899	0.390261473702	0.923643706613	-0.0387064478843	0.297208385632	-0.33435108011	-0.44234950008	-2.45058774895	5.72554247402	1.29876949553	-0.25060580291	-1.53547973517	1.70972012863	1.26530340435	-0.538280853113	-0.748811215768	-0.0356823337401	-0.117239134985	-0.838894524829	-1.29939292555	0.504743879587	2.35297795301	-0.791913804637
row9	0.149525079233	0.982022525142	0.693691568546	-0.385366575186	0.678091770372	-1.033523408	-0.464705185751	0.146754339032	0.408052440893	0.215114408198	0.46487676506	-0.0557674883166	1.72586171211	-1.45096776943	-0.118368755378	-0.491821887232	0.0204916191805	1.25529185664	1.03165143122	-0.253919898948	-0.0453476799934	0.441828838776	-2.17545110538	-1.87557431813	0.639319874517	0.156614743361	-0.157375221141	0.648782787046	-1.587749645	0.124622814383	0.399889883051	-0.20805894966	0.475071487961	0.182923980403	0.547407116657	-0.228200105442	-0.734565955493	-1.19174447757	-1.4850427135	-0.594790869013	1.99187220705	0.580773918118	-0.911315976391	-1.25846547123	1.9637522529	-0.633373334394	0.0967487944005	-1.1036882362	-0.48271963477	0.989349500948	-0.0326899364296	-1.38904182383	-0.154482005555	-0.298666043266	0.807901766594	0.779409326754	2.43982337696	-1.08218301534	-0.560256492695	-2.06649919552	0.0581461626178	-1.60328869631	1.40353978917	-0.368492135998	-0.936750330017	-0.116944171263	0.447829546433	-1.12556945673	0.605751829955	-1.01909073002	0.704119654876	1.17464293892	1.41900543388	-1.12712983259	-1.91332994486	-0.19554419719	0.554474184893	1.13621364273	0.000728003788157	0.20596332862	-1.80712302985	1.47342481124	-0.605547609501	-0.017462010635	-0.154509553353	1.14024213039	0.0151816367203	1.67801211159	1.56809202934	-1.23574487788	-0.718581630908	0.975248727771	-0.996101492287	0.174832188734	0.411619388791	0.401798455157	1.22178029791	-0.673790280209	-0.386804068984	-0.0540074238417
